Time;Perf_Time;Action
14:03:41;1816907.769972498;I
14:03:41;1816907.993728641;SPACE
14:03:42;1816908.252416768;h
14:03:42;1816908.782220018;a
14:03:43;1816909.049344791;d
14:03:43;1816909.108839128;SPACE
14:03:43;1816909.311514996;a
14:03:43;1816909.444921966;SPACE
14:03:43;1816909.687827477;b
14:03:43;1816909.841314382;a
14:03:44;1816910.106429352;d
14:03:44;1816910.371167398;SPACE
14:03:44;1816910.571998986;d
14:03:44;1816910.826993666;r
14:03:44;1816910.899869862;e
14:03:44;1816910.999792396;a
14:03:45;1816911.201459192;m
14:03:45;1816911.402410456;SPACE
14:03:45;1816911.655626515;i
14:03:45;1816911.835733266;SPACE
14:03:46;1816912.125306613;w
14:03:46;1816912.268389146;a
14:03:46;1816912.380008216;s
14:03:46;1816912.504801284;SPACE
14:03:46;1816912.676797526;d
14:03:46;1816912.925292077;r
14:03:47;1816913.00431241;e
14:03:47;1816913.132289023;a
14:03:47;1816913.366138302;m
14:03:47;1816913.687898121;i
14:03:47;1816913.839830395;n
14:03:47;1816913.914797967;g
14:03:48;1816914.020370962;SPACE
14:03:48;1816914.237180899;a
14:03:48;1816914.354836147;b
14:03:48;1816914.535115332;o
14:03:48;1816914.75640746;u
14:03:48;1816914.840429377;t
14:03:48;1816914.941681667;SPACE
14:03:49;1816915.055220756;a
14:03:49;1816915.129775072;SPACE
14:03:49;1816915.567602205;g
14:03:49;1816915.963871458;i
14:03:50;1816916.331875317;r
14:03:50;1816916.521507751;l
14:03:50;1816916.703673546;SPACE
14:03:51;1816917.20123783;w
14:03:51;1816917.621864099;h
14:03:51;1816917.811805945;o
14:03:52;1816918.0094643;SPACE
14:03:52;1816918.235010126;w
14:03:52;1816918.36190283;a
14:03:52;1816918.461662307;s
14:03:52;1816918.574031013;SPACE
14:03:52;1816918.850661663;t
14:03:53;1816919.078769731;r
14:03:53;1816919.810010217;y
14:03:53;1816919.974902271;i
14:03:54;1816920.156830318;n
14:03:54;1816920.262136169;g
14:03:54;1816920.401851045;SPACE
14:03:54;1816920.670652108;t
14:03:54;1816920.729753522;o
14:03:54;1816920.913293746;SPACE
14:03:55;1816921.111530867;m
14:03:55;1816921.353027198;u
14:03:55;1816921.45208549;r
14:03:55;1816921.641028162;d
14:03:55;1816921.845629643;e
14:03:55;1816921.930053254;r
14:03:56;1816922.020552636;SPACE
14:03:56;1816922.1917356;w
14:03:56;1816922.499491264;BACK
14:03:56;1816922.676453187;m
14:03:56;1816922.781553453;e
14:03:57;1816923.120439018;,
14:03:57;1816923.341862721;SPACE
14:03:57;1816923.478527319;w
14:03:57;1816923.632886229;h
14:03:58;1816924.23028794;i
14:03:58;1816924.429395451;l
14:03:58;1816924.501531349;e
14:03:58;1816924.613602715;SPACE
14:03:58;1816924.719391105;w
14:03:58;1816924.945148819;e
14:03:59;1816925.131987366;SPACE
14:03:59;1816925.502367482;a
14:03:59;1816925.775089494;BACK
14:04:00;1816926.023461728;h
14:04:00;1816926.128503374;a
14:04:00;1816926.311502348;d
14:04:00;1816926.408397849;SPACE
14:04:00;1816926.671919379;s
14:04:00;1816926.831764038;e
14:04:01;1816927.174948165;x
14:04:01;1816927.491203452;.
