Time;Perf_Time;Action
14:11:03;1817349.861328734;I
14:11:04;1817350.052809461;SPACE
14:11:04;1817350.119553218;w
14:11:04;1817350.264320151;a
14:11:04;1817350.354625009;s
14:11:04;1817350.506562035;SPACE
14:11:04;1817350.809750019;BACK
14:11:04;1817350.947767775;BACK
14:11:05;1817351.104336147;BACK
14:11:05;1817351.258764275;BACK
14:11:05;1817351.420724603;BACK
14:11:05;1817351.582144713;BACK
14:11:05;1817351.898693493;H
14:11:06;1817352.081817185;a
14:11:06;1817352.189278985;p
14:11:06;1817352.329285249;p
14:11:06;1817352.422421878;y
14:11:06;1817352.549296727;SPACE
14:11:06;1817352.912120393;b
14:11:07;1817353.043113568;r
14:11:07;1817353.136019832;i
14:11:07;1817353.313686381;t
14:11:07;1817353.521968014;h
14:11:07;1817353.817630881;d
14:11:07;1817353.93627564;a
14:11:08;1817354.138319341;y
14:11:08;1817354.287501751;SPACE
14:11:08;1817354.708346429;m
14:11:08;1817354.855355459;y
14:11:08;1817354.977970288;SPACE
14:11:09;1817355.190371134;f
14:11:09;1817355.386810535;r
14:11:09;1817355.743495769;i
14:11:09;1817355.860287183;e
14:11:10;1817356.0159506;n
14:11:10;1817356.119826197;d
14:11:11;1817357.648883951;.
14:11:13;1817359.659698937;
14:11:14;1817360.853103794; I am going to take a little break from blogging because I
14:11:16;1817362.130677052; have got a lot of stuff to do but don't have
