Time;Perf_Time;Action
14:06:18;1817064.189451536;H
14:06:18;1817064.388683994;a
14:06:18;1817064.492141374;p
14:06:18;1817064.647810959;p
14:06:18;1817064.736977457;y
14:06:18;1817064.863890903;SPACE
14:06:19;1817065.049199123;f
14:06:19;1817065.350389396;BACK
14:06:19;1817065.557773654;b
14:06:19;1817065.701706551;r
14:06:19;1817065.799900196;i
14:06:19;1817065.911233832;t
14:06:20;1817066.077904857;h
14:06:20;1817066.400592269;a
14:06:20;1817066.652069623;BACK
14:06:20;1817066.768739671;a
14:06:21;1817067.041334583;y
14:06:21;1817067.663395836;BACK
14:06:21;1817067.809589534;BACK
14:06:21;1817067.908355611;d
14:06:22;1817068.005689048;a
14:06:22;1817068.242508516;y
