Time;Perf_Time;Action
07:51:23;1708169.753689197;I
07:51:23;1708169.99160965;SPACE
07:51:24;1708170.048864411;w
07:51:24;1708170.217232936;a
07:51:24;1708170.313111142;s
07:51:24;1708170.417025428;SPACE
07:51:24;1708170.633213375;p
07:51:25;1708171.056380284;l
07:51:25;1708171.161040805;a
07:51:25;1708171.385998949;y
07:51:25;1708171.520236768;i
07:51:25;1708171.681667544;n
07:51:25;1708171.809345519;g
07:51:29;1708175.821386317;
07:51:45;1708191.94166275; with an Xbox 360 controller and it had a button that you
07:51:47;1708193.570190488; could press and then you would be able to play with other
07:51:48;1708194.570699015; people, and that was kind of the feeling that I was
07:51:49;1708195.542647464;" wanting to do.""\n\n""So"
