Time;Perf_Time;Action
07:44:17;1707743.046499811;SPACE
07:44:17;1707743.204827219;j
07:44:17;1707743.258898149;a
07:44:17;1707743.322820753;l
07:44:17;1707743.42036816;f
07:44:17;1707743.448095125;d
07:44:17;1707743.46006457;j
07:44:17;1707743.521382233;a
07:44:17;1707743.562458629;l
07:44:17;1707743.660282663;SPACE
07:44:17;1707743.882456529;a
07:44:17;1707744.002517955;SPACE
07:44:18;1707744.046292083;f
07:44:18;1707744.087311884;j
07:44:18;1707744.163102498;a
07:44:18;1707744.225974842;l
07:44:18;1707744.26468189;k
07:44:18;1707744.304941123;f
07:44:18;1707744.369696873;j
07:44:18;1707744.41399411;SPACE
07:44:18;1707744.451509709;a
07:44:18;1707744.551951534;l
07:44:18;1707744.570270498;d
07:44:18;1707744.665745853;SPACE
07:44:18;1707744.811886086;a
07:44:18;1707744.83560335;l
07:44:18;1707744.852062003;j
07:44:18;1707744.891232666;k
07:44:18;1707744.931183432;SPACE
07:44:19;1707745.074199005;l
07:44:19;1707745.090995723;a
07:44:19;1707745.115004074;k
07:44:19;1707745.317897141;SPACE
07:44:19;1707745.410663827;d
07:44:19;1707745.7390507;a
07:44:19;1707745.880947144;lk
07:44:19;1707745.885372912;SPACE
07:44:19;1707745.889329362;BACK
07:44:19;1707746.003710027;k l
07:44:20;1707746.01780611;d
07:44:20;1707746.153469115;a
07:44:20;1707746.290001591;l
07:44:20;1707746.297101133;a
07:44:20;1707746.432315907;SPACE
07:44:20;1707746.436820134;d
07:44:20;1707746.671099711;l
07:44:20;1707746.675607905;k
07:44:20;1707746.680817675;j
07:44:20;1707746.746800718;SPACE
07:44:20;1707746.786948292;l
07:44:20;1707746.80293459;a
07:44:20;1707747.003258739;a
07:44:21;1707747.04360863;l
07:44:21;1707747.198234947;d
07:44:21;1707747.202787793;SPACE
07:44:21;1707747.206867422;j
07:44:21;1707747.266249555;j
07:44:21;1707747.289511767;l
07:44:21;1707747.464032448;a 
07:44:21;1707747.468652111;BACK
07:44:21;1707747.4724543; d
07:44:21;1707747.571721243;f
07:44:21;1707747.735928487; j
07:44:21;1707747.739682446;BACK
07:44:21;1707747.742699593;ja
07:44:21;1707747.81153382;f
07:44:21;1707747.850078519;j
07:44:21;1707747.993084722;l
07:44:21;1707747.99771752;d
07:44:22;1707748.010106183;SPACE
07:44:22;1707748.052274187;j
07:44:22;1707748.257591032;l
07:44:22;1707748.262251211;a
07:44:22;1707748.266401985;k
07:44:22;1707748.274425802;SPACE
07:44:22;1707748.524793854;j 
07:44:22;1707748.529533382;BACK
07:44:22;1707748.556042994; d
07:44:22;1707748.791863521;l
07:44:22;1707748.796721241;d
07:44:22;1707748.800968926;k
07:44:22;1707748.804291878;a
07:44:22;1707748.821618619;j
07:44:22;1707748.837266041;SPACE
07:44:22;1707748.903071906;d
07:44:22;1707748.945602504;l
07:44:23;1707749.04377668;a
07:44:23;1707749.31898716;lj
07:44:23;1707749.323815785;BACK
07:44:23;1707749.327552312;ja
07:44:23;1707749.330561205;SPACE
07:44:23;1707749.427329705;j
07:44:23;1707749.585414185;d
07:44:23;1707749.590351404;l
07:44:23;1707749.594694518;k
07:44:23;1707749.629512353;a
07:44:23;1707749.70716409;SPACE
07:44:23;1707749.72972185;j
07:44:23;1707749.850515914;l
07:44:23;1707749.854872132;k
07:44:23;1707749.88700031;d
07:44:23;1707749.925004505;SPACE
07:44:24;1707750.118898739;l
07:44:24;1707750.123461405;j
07:44:24;1707750.147101157;a
07:44:24;1707750.211772841;SPACE
07:44:24;1707750.385162151;j
07:44:24;1707750.412699758;k
07:44:24;1707750.426121817;l
07:44:24;1707750.450971015;a
07:44:24;1707750.507072507;j
07:44:24;1707750.65310461;SPACE
07:44:24;1707750.658340819;d
07:44:24;1707750.662381677;l
07:44:24;1707750.713827745;k
07:44:24;1707750.816425688;a
07:44:24;1707750.914391725;j
07:44:24;1707750.970502344;SPACE
07:44:25;1707751.076443234;d
07:44:25;1707751.195327283;l
