Time;Perf_Time;Action
09:48:10;2233576.791685325;I spent my last vacation with my buddies in Croatia. It was an outstanding time. Well, how could it be any different with 13 boys? I am already looking forward to next year.
09:48:12;2233578.797493851;
09:48:26;2233592.187402065;
09:48:28;2233594.195707582;
09:48:41;2233607.318923279; \n\nNow that I have an empty wallet, I just
09:48:57;2233623.347514696; want to make sure to fill my wallet with some cash every
09:49:04;2233630.655783045; day.
09:49:23;2233649.841513911;BACK
09:49:25;2233651.846935338;
09:49:32;2233658.994868585; \n\nThank you to my friends for a great holiday!
09:49:42;2233668.807768093; This is truly my favorite year of my life!
09:49:48;2233674.296917396;
09:49:57;2233683.012546068;
09:50:05;2233691.1439365; \n\nHave a great one, everyone!\n\n-
