Time;Perf_Time;Action
08:39:20;1711046.125734776;I
08:39:20;1711046.338857291;SPACE
08:39:20;1711046.419678204;w
08:39:20;1711046.590405499;a
08:39:20;1711046.668628504;s
08:39:21;1711047.052224432;BACK
08:39:21;1711047.174179953;y
08:39:21;1711047.411906266;BACK
08:39:21;1711047.548133588;s
08:39:21;1711047.716239731;SPACE
08:39:21;1711047.956971623;p
08:39:22;1711048.079951777;l
08:39:22;1711048.156214531;a
08:39:22;1711048.40070663;y
08:39:22;1711048.540701257;i
08:39:22;1711048.701998748;n
08:39:22;1711048.82051123;g
08:39:24;1711050.835217841;
08:39:32;1711058.068646029; with my kids and we were walking home when she started crying
08:39:36;1711062.468763156;.
08:39:38;1711064.476662541;
08:39:43;1711069.839691286; I was really nervous.
08:39:46;1711072.375321755;SPACE
08:39:47;1711073.180726232;I
08:39:47;1711073.357364387;SPACE
08:39:47;1711073.701266247;w
08:39:47;1711073.900005155;a
08:39:47;1711073.94456019;s
08:39:48;1711074.24483153;SPACE
08:39:48;1711074.654272915;f
08:39:49;1711075.574841919;BACK
08:39:49;1711075.877301533;f
08:39:50;1711076.16502834;r
08:39:50;1711076.406836273;i
08:39:50;1711076.660570273;g
08:39:51;1711077.229324192;h
08:39:51;1711077.41258182;t
08:39:51;1711077.549127042;e
08:39:51;1711077.853196865;n
08:39:51;1711077.973446794;e
08:39:52;1711078.143262194;d
08:39:54;1711080.138761708;
08:39:55;1711081.892430027; to death.
08:39:58;1711084.793377939; I told her to come out of my room and I'd
08:40:02;1711088.856030552;" talk to her.""\n\nThe"
08:40:06;1711092.771935711; following morning, Mr Sajjan's children were left to
08:40:07;1711093.973011852;SPACE
08:40:09;1711095.318724865;w
08:40:09;1711095.543648156;o
08:40:09;1711095.685681598;r
08:40:09;1711095.821745255;k
08:40:10;1711096.630126837;SPACE
08:40:11;1711097.012360146;BACK
08:40:11;1711097.5425372;.
08:40:12;1711098.004954649;BACK
08:40:12;1711098.709842919;.
08:40:13;1711099.292344747;BACK
08:40:13;1711099.693379708;,
08:40:13;1711099.877022566;SPACE
08:40:14;1711100.038358681;w
08:40:14;1711100.196362289;h
08:40:14;1711100.301654398;e
08:40:14;1711100.444586875;n
08:40:16;1711102.458018552;
08:40:19;1711105.945481408;" their father came home late from work.\n\n""He"
